,step,lr,grid,k,internal_units,batch,lamb,lamb_entropy,avg_val_loss
579,100,0.01,8,2,16,64,0.01,10,0.2920714467763901
580,100,0.01,8,2,12,32,0.01,100,0.9997265140215555
581,100,0.01,8,2,12,64,0.01,100,0.9999316334724426
582,100,0.01,8,2,16,32,0.01,100,0.9997038841247559
583,100,0.01,8,2,16,64,0.01,100,0.9994263648986816
584,100,0.01,8,2,12,32,0.1,10,1.0000039140383403
585,100,0.01,8,2,12,64,0.1,10,0.9998629887898763
586,100,0.01,8,2,16,32,0.1,10,0.9999686479568481
587,100,0.01,8,2,16,64,0.1,10,1.0000533262888591
588,100,0.01,8,2,12,32,0.1,100,0.9993422826131185
589,100,0.01,8,2,12,64,0.1,100,0.9999146064122518
590,100,0.01,8,2,16,32,0.1,100,1.0000662803649902
591,100,0.01,8,2,16,64,0.1,100,1.0007494688034058
592,100,0.01,8,3,12,32,0.01,10,0.28122912844022113
593,100,0.01,8,3,12,64,0.01,10,0.27309848368167877
594,100,0.01,8,3,16,32,0.01,10,0.2856735090414683
595,100,0.01,8,3,16,64,0.01,10,0.29253382980823517
596,100,0.01,8,3,12,32,0.01,100,0.9995531439781189
597,100,0.01,8,3,12,64,0.01,100,0.9995763301849365
598,100,0.01,8,3,16,32,0.01,100,0.9990394314130148
599,100,0.01,8,3,16,64,0.01,100,0.9993820190429688
600,100,0.01,8,3,12,32,0.1,10,0.9996240139007568
601,100,0.01,8,3,12,64,0.1,10,0.9994608362515768
602,100,0.01,8,3,16,32,0.1,10,0.999513566493988
603,100,0.01,8,3,16,64,0.1,10,0.9988434116045634
604,100,0.01,8,3,12,32,0.1,100,1.000092327594757
605,100,0.01,8,3,12,64,0.1,100,1.0001194079717
606,100,0.01,8,3,16,32,0.1,100,1.0010355512301128
607,100,0.01,8,3,16,64,0.1,100,1.0006221731503804
608,100,0.01,10,2,12,32,0.01,10,0.3037834167480469
609,100,0.01,10,2,12,64,0.01,10,0.28308210770289105
610,100,0.01,10,2,16,32,0.01,10,0.28465897341569263
611,100,0.01,10,2,16,64,0.01,10,0.26920006175835925
612,100,0.01,10,2,12,32,0.01,100,1.0003734827041626
613,100,0.01,10,2,12,64,0.01,100,0.9995391766230265
614,100,0.01,10,2,16,32,0.01,100,0.9998388687769572
615,100,0.01,10,2,16,64,0.01,100,0.9989894429842631
616,100,0.01,10,2,12,32,0.1,10,0.999507745107015
617,100,0.01,10,2,12,64,0.1,10,0.9996320605278015
618,100,0.01,10,2,16,32,0.1,10,0.998926023642222
619,100,0.01,10,2,16,64,0.1,10,0.9995371103286743
620,100,0.01,10,2,12,32,0.1,100,0.9999823768933614
621,100,0.01,10,2,12,64,0.1,100,0.999853769938151
622,100,0.01,10,2,16,32,0.1,100,1.0002868970235188
623,100,0.01,10,2,16,64,0.1,100,1.0003222624460857
624,100,0.01,10,3,12,32,0.01,10,0.29685606559117633
625,100,0.01,10,3,12,64,0.01,10,0.26831506192684174
626,100,0.01,10,3,16,32,0.01,10,0.2800367971261342
627,100,0.01,10,3,16,64,0.01,10,0.2686532437801361
628,100,0.01,10,3,12,32,0.01,100,1.0003222823143005
629,100,0.01,10,3,12,64,0.01,100,0.9995469252268473
630,100,0.01,10,3,16,32,0.01,100,0.9991933703422546
631,100,0.01,10,3,16,64,0.01,100,0.9987900257110596
632,100,0.01,10,3,12,32,0.1,10,0.9996360739072164
633,100,0.01,10,3,12,64,0.1,10,0.9995075265566508
634,100,0.01,10,3,16,32,0.1,10,0.9997701446215311
635,100,0.01,10,3,16,64,0.1,10,0.999213457107544
636,100,0.01,10,3,12,32,0.1,100,0.9997655550638834
637,100,0.01,10,3,12,64,0.1,100,1.0002521475156148
638,100,0.01,10,3,16,32,0.1,100,0.9995908339818319
639,100,0.01,10,3,16,64,0.1,100,1.0001941124598186
640,100,0.01,12,2,12,32,0.01,10,0.28848258157571155
641,100,0.01,12,2,12,64,0.01,10,0.27541159590085346
642,100,0.01,12,2,16,32,0.01,10,0.27097488939762115
643,100,0.01,12,2,16,64,0.01,10,0.2677798668543498
644,100,0.01,12,2,12,32,0.01,100,0.9999107122421265
645,100,0.01,12,2,12,64,0.01,100,0.9990929762522379
646,100,0.01,12,2,16,32,0.01,100,1.0001695553461711
647,100,0.01,12,2,16,64,0.01,100,0.9997368852297465
648,100,0.01,12,2,12,32,0.1,10,0.999350388844808
649,100,0.01,12,2,12,64,0.1,10,0.9994073112805685
650,100,0.01,12,2,16,32,0.1,10,0.9990191658337911
651,100,0.01,12,2,16,64,0.1,10,0.9994408885637919
652,100,0.01,12,2,12,32,0.1,100,1.000230888525645
653,100,0.01,12,2,12,64,0.1,100,1.000220537185669
654,100,0.01,12,2,16,32,0.1,100,0.9994878768920898
655,100,0.01,12,2,16,64,0.1,100,1.0000589887301128
656,100,0.01,12,3,12,32,0.01,10,0.2836226125558217
657,100,0.01,12,3,12,64,0.01,10,0.2768898705641429
658,100,0.01,12,3,16,32,0.01,10,0.2781360298395157
659,100,0.01,12,3,16,64,0.01,10,0.2675298551718394
660,100,0.01,12,3,12,32,0.01,100,0.9996460278828939
661,100,0.01,12,3,12,64,0.01,100,1.0006553928057353
662,100,0.01,12,3,16,32,0.01,100,0.9997851451237997
663,100,0.01,12,3,16,64,0.01,100,0.9991766214370728
664,100,0.01,12,3,12,32,0.1,10,0.9998042782147726
665,100,0.01,12,3,12,64,0.1,10,0.9994143644968668
666,100,0.01,12,3,16,32,0.1,10,0.9991035064061483
667,100,0.01,12,3,16,64,0.1,10,0.9994951883951823
668,100,0.01,12,3,12,32,0.1,100,1.0000020066897075
669,100,0.01,12,3,12,64,0.1,100,0.9997947613398234
670,100,0.01,12,3,16,32,0.1,100,0.9997535943984985
671,100,0.01,12,3,16,64,0.1,100,0.9999619921048483
672,100,0.001,8,2,12,32,0.01,10,0.7905351320902506
673,100,0.001,8,2,12,64,0.01,10,0.7628914515177408
674,100,0.001,8,2,16,32,0.01,10,0.798446774482727
675,100,0.001,8,2,16,64,0.01,10,0.7722318768501282
676,100,0.001,8,2,12,32,0.01,100,0.9559516708056132
677,100,0.001,8,2,12,64,0.01,100,0.9604663848876953
678,100,0.001,8,2,16,32,0.01,100,0.9809329907099406
679,100,0.001,8,2,16,64,0.01,100,0.9809858202934265
680,100,0.001,8,2,12,32,0.1,10,0.9595079223314921
681,100,0.001,8,2,12,64,0.1,10,0.9635757803916931
682,100,0.001,8,2,16,32,0.1,10,0.9811528523763021
683,100,0.001,8,2,16,64,0.1,10,0.9816048940022787
684,100,0.001,8,2,12,32,0.1,100,0.9941900372505188
685,100,0.001,8,2,12,64,0.1,100,0.9943897922833761
686,100,0.001,8,2,16,32,0.1,100,1.000198483467102
687,100,0.001,8,2,16,64,0.1,100,1.0016572674115498
688,100,0.001,8,3,12,32,0.01,10,0.7895165085792542
689,100,0.001,8,3,12,64,0.01,10,0.7653961380322775
690,100,0.001,8,3,16,32,0.01,10,0.7951487898826599
691,100,0.001,8,3,16,64,0.01,10,0.7749992410341898
692,100,0.001,8,3,12,32,0.01,100,0.9526943365732828
693,100,0.001,8,3,12,64,0.01,100,0.9612839818000793
694,100,0.001,8,3,16,32,0.01,100,0.9824333190917969
695,100,0.001,8,3,16,64,0.01,100,0.9816035628318787
696,100,0.001,8,3,12,32,0.1,10,0.9562840064366659
697,100,0.001,8,3,12,64,0.1,10,0.9642584919929504
698,100,0.001,8,3,16,32,0.1,10,0.9827471375465393
699,100,0.001,8,3,16,64,0.1,10,0.9821113546689352
700,100,0.001,8,3,12,32,0.1,100,0.9909626444180807
701,100,0.001,8,3,12,64,0.1,100,0.9951390027999878
702,100,0.001,8,3,16,32,0.1,100,1.0013851126035054
703,100,0.001,8,3,16,64,0.1,100,1.001944363117218
704,100,0.001,10,2,12,32,0.01,10,0.8160554965337118
705,100,0.001,10,2,12,64,0.01,10,0.7890656987826029
706,100,0.001,10,2,16,32,0.01,10,0.7793375253677368
707,100,0.001,10,2,16,64,0.01,10,0.7421719829241434
708,100,0.001,10,2,12,32,0.01,100,0.9856882492701212
709,100,0.001,10,2,12,64,0.01,100,0.9881651798884074
710,100,0.001,10,2,16,32,0.01,100,0.9331902662913004
711,100,0.001,10,2,16,64,0.01,100,0.9293508728345236
712,100,0.001,10,2,12,32,0.1,10,0.9865731199582418
713,100,0.001,10,2,12,64,0.1,10,0.9888684749603271
714,100,0.001,10,2,16,32,0.1,10,0.9404170910517374
715,100,0.001,10,2,16,64,0.1,10,0.9383131265640259
716,100,0.001,10,2,12,32,0.1,100,1.0004183252652485
717,100,0.001,10,2,12,64,0.1,100,1.0001632173856099
718,100,0.001,10,2,16,32,0.1,100,1.0036334991455078
719,100,0.001,10,2,16,64,0.1,100,1.0042545000712078
720,100,0.001,10,3,12,32,0.01,10,0.8132734894752502
721,100,0.001,10,3,12,64,0.01,10,0.7890224655469259
722,100,0.001,10,3,16,32,0.01,10,0.7767835259437561
723,100,0.001,10,3,16,64,0.01,10,0.7414385875066122
724,100,0.001,10,3,12,32,0.01,100,0.9855945706367493
725,100,0.001,10,3,12,64,0.01,100,0.9893932143847147
726,100,0.001,10,3,16,32,0.01,100,0.9326289296150208
727,100,0.001,10,3,16,64,0.01,100,0.9305638869603475
728,100,0.001,10,3,12,32,0.1,10,0.9865773320198059
729,100,0.001,10,3,12,64,0.1,10,0.9900991916656494
730,100,0.001,10,3,16,32,0.1,10,0.9399639566739401
731,100,0.001,10,3,16,64,0.1,10,0.9394701520601908
732,100,0.001,10,3,12,32,0.1,100,1.0009221235911052
733,100,0.001,10,3,12,64,0.1,100,1.000350793202718
734,100,0.001,10,3,16,32,0.1,100,1.00344318151474
735,100,0.001,10,3,16,64,0.1,100,1.0045514702796936
736,100,0.001,12,2,12,32,0.01,10,0.8081433971722921
737,100,0.001,12,2,12,64,0.01,10,0.7721180319786072
738,100,0.001,12,2,16,32,0.01,10,0.7725038131078085
739,100,0.001,12,2,16,64,0.01,10,0.7431086699167887
740,100,0.001,12,2,12,32,0.01,100,0.9834913015365601
741,100,0.001,12,2,12,64,0.01,100,0.9892897407213846
742,100,0.001,12,2,16,32,0.01,100,0.999489982922872
743,100,0.001,12,2,16,64,0.01,100,0.9971771637598673
744,100,0.001,12,2,12,32,0.1,10,0.9899879097938538
745,100,0.001,12,2,12,64,0.1,10,0.9958454569180807
746,100,0.001,12,2,16,32,0.1,10,1.0004884799321492
747,100,0.001,12,2,16,64,0.1,10,0.998432457447052
748,100,0.001,12,2,12,32,0.1,100,1.0077378749847412
749,100,0.001,12,2,12,64,0.1,100,1.0062798659006755
750,100,0.001,12,2,16,32,0.1,100,1.0014123519261677
751,100,0.001,12,2,16,64,0.1,100,1.0005209843317668
752,100,0.001,12,3,12,32,0.01,10,0.8047716418902079
753,100,0.001,12,3,12,64,0.01,10,0.7713750998179117
754,100,0.001,12,3,16,32,0.01,10,0.7675493955612183
755,100,0.001,12,3,16,64,0.01,10,0.7429900964101156
756,100,0.001,12,3,12,32,0.01,100,0.9838735858599345
757,100,0.001,12,3,12,64,0.01,100,0.9902023474375407
758,100,0.001,12,3,16,32,0.01,100,0.9972325364748637
759,100,0.001,12,3,16,64,0.01,100,0.9973382751146952
760,100,0.001,12,3,12,32,0.1,10,0.9904474020004272
761,100,0.001,12,3,12,64,0.1,10,0.9966617623964945
762,100,0.001,12,3,16,32,0.1,10,0.9985649188359579
763,100,0.001,12,3,16,64,0.1,10,0.9986918369928995
764,100,0.001,12,3,12,32,0.1,100,1.0063804785410564
765,100,0.001,12,3,12,64,0.1,100,1.0065210262934368
766,100,0.001,12,3,16,32,0.1,100,1.0013953844706218
767,100,0.001,12,3,16,64,0.1,100,1.00070454676946
768,100,0.0001,8,2,12,32,0.01,10,0.963612695535024
769,100,0.0001,8,2,12,64,0.01,10,0.959387461344401
770,100,0.0001,8,2,16,32,0.01,10,0.9740096131960551
771,100,0.0001,8,2,16,64,0.01,10,0.9687756101290385
772,100,0.0001,8,2,12,32,0.01,100,0.978312611579895
773,100,0.0001,8,2,12,64,0.01,100,0.97726043065389
774,100,0.0001,8,2,16,32,0.01,100,0.9946889678637186
775,100,0.0001,8,2,16,64,0.01,100,0.9925716320673624
776,100,0.0001,8,2,12,32,0.1,10,0.9796666105588278
777,100,0.0001,8,2,12,64,0.1,10,0.9787190556526184
778,100,0.0001,8,2,16,32,0.1,10,0.9972981214523315
779,100,0.0001,8,2,16,64,0.1,10,0.9953829248746237
780,100,0.0001,8,2,12,32,0.1,100,0.9890332023302714
781,100,0.0001,8,2,12,64,0.1,100,0.9901102582613627
782,100,0.0001,8,2,16,32,0.1,100,1.0109437108039856
783,100,0.0001,8,2,16,64,0.1,100,1.0099316636721294
784,100,0.0001,8,3,12,32,0.01,10,0.9620414574941
785,100,0.0001,8,3,12,64,0.01,10,0.9599255919456482
786,100,0.0001,8,3,16,32,0.01,10,0.9705529610315958
787,100,0.0001,8,3,16,64,0.01,10,0.9692469835281372
788,100,0.0001,8,3,12,32,0.01,100,0.9766388734181722
789,100,0.0001,8,3,12,64,0.01,100,0.9777156909306844
790,100,0.0001,8,3,16,32,0.01,100,0.9912394881248474
791,100,0.0001,8,3,16,64,0.01,100,0.9932860732078552
792,100,0.0001,8,3,12,32,0.1,10,0.9779940247535706
793,100,0.0001,8,3,12,64,0.1,10,0.9791747331619263
794,100,0.0001,8,3,16,32,0.1,10,0.9937699238459269
795,100,0.0001,8,3,16,64,0.1,10,0.9960824052492777
796,100,0.0001,8,3,12,32,0.1,100,0.9874361356099447
797,100,0.0001,8,3,12,64,0.1,100,0.9900718728701273
798,100,0.0001,8,3,16,32,0.1,100,1.0076357920964558
799,100,0.0001,8,3,16,64,0.1,100,1.0102298259735107
800,100,0.0001,10,2,12,32,0.01,10,0.9764386018117269
801,100,0.0001,10,2,12,64,0.01,10,0.9726744890213013
802,100,0.0001,10,2,16,32,0.01,10,1.091890017191569
803,100,0.0001,10,2,16,64,0.01,10,1.0809603532155354
804,100,0.0001,10,2,12,32,0.01,100,0.9904042283693949
805,100,0.0001,10,2,12,64,0.01,100,0.9900669058163961
806,100,0.0001,10,2,16,32,0.01,100,1.1420669953028362
807,100,0.0001,10,2,16,64,0.01,100,1.139098326365153
808,100,0.0001,10,2,12,32,0.1,10,0.9910959204037985
809,100,0.0001,10,2,12,64,0.1,10,0.9909140666325887
810,100,0.0001,10,2,16,32,0.1,10,1.1476555267969768
811,100,0.0001,10,2,16,64,0.1,10,1.1447211503982544
812,100,0.0001,10,2,12,32,0.1,100,0.9995519320170084
813,100,0.0001,10,2,12,64,0.1,100,1.0011409918467205
814,100,0.0001,10,2,16,32,0.1,100,1.1869049866994221
815,100,0.0001,10,2,16,64,0.1,100,1.18502942721049
816,100,0.0001,10,3,12,32,0.01,10,0.9775864879290262
817,100,0.0001,10,3,12,64,0.01,10,0.9720990856488546
818,100,0.0001,10,3,16,32,0.01,10,1.0924975077311199
819,100,0.0001,10,3,16,64,0.01,10,1.079684893290202
820,100,0.0001,10,3,12,32,0.01,100,0.9922979871431986
821,100,0.0001,10,3,12,64,0.01,100,0.9896648526191711
822,100,0.0001,10,3,16,32,0.01,100,1.1412351528803508
823,100,0.0001,10,3,16,64,0.01,100,1.1381850242614746
824,100,0.0001,10,3,12,32,0.1,10,0.9930250644683838
825,100,0.0001,10,3,12,64,0.1,10,0.9905344446500143
826,100,0.0001,10,3,16,32,0.1,10,1.1470318237940471
827,100,0.0001,10,3,16,64,0.1,10,1.14384126663208
828,100,0.0001,10,3,12,32,0.1,100,1.0016236305236816
829,100,0.0001,10,3,12,64,0.1,100,1.0007112224896748
830,100,0.0001,10,3,16,32,0.1,100,1.1878959735234578
831,100,0.0001,10,3,16,64,0.1,100,1.1847154299418132
832,100,0.0001,12,2,12,32,0.01,10,1.0157801707585652
833,100,0.0001,12,2,12,64,0.01,10,1.0083622137705486
834,100,0.0001,12,2,16,32,0.01,10,0.962458074092865
835,100,0.0001,12,2,16,64,0.01,10,0.9568309187889099
836,100,0.0001,12,2,12,32,0.01,100,1.0444056987762451
837,100,0.0001,12,2,12,64,0.01,100,1.0435753266016643
838,100,0.0001,12,2,16,32,0.01,100,0.9792788028717041
839,100,0.0001,12,2,16,64,0.01,100,0.977022667725881
840,100,0.0001,12,2,12,32,0.1,10,1.0468180974324544
841,100,0.0001,12,2,12,64,0.1,10,1.0460803906122844
842,100,0.0001,12,2,16,32,0.1,10,0.9806610345840454
843,100,0.0001,12,2,16,64,0.1,10,0.9787489175796509
844,100,0.0001,12,2,12,32,0.1,100,1.0595289866129558
845,100,0.0001,12,2,12,64,0.1,100,1.059086004892985
846,100,0.0001,12,2,16,32,0.1,100,0.9919003049532572
847,100,0.0001,12,2,16,64,0.1,100,0.9922528664271036
848,100,0.0001,12,3,12,32,0.01,10,1.0148019194602966
849,100,0.0001,12,3,12,64,0.01,10,1.0080642302831013
850,100,0.0001,12,3,16,32,0.01,10,0.9603230953216553
851,100,0.0001,12,3,16,64,0.01,10,0.9563819368680319
852,100,0.0001,12,3,12,32,0.01,100,1.0439788103103638
853,100,0.0001,12,3,12,64,0.01,100,1.0434979597727458
854,100,0.0001,12,3,16,32,0.01,100,0.9773389299710592
855,100,0.0001,12,3,16,64,0.01,100,0.9768262505531311
856,100,0.0001,12,3,12,32,0.1,10,1.0464326937993367
857,100,0.0001,12,3,12,64,0.1,10,1.0460516214370728
858,100,0.0001,12,3,16,32,0.1,10,0.9787779847780863
859,100,0.0001,12,3,16,64,0.1,10,0.978559652964274
860,100,0.0001,12,3,12,32,0.1,100,1.0595906178156536
861,100,0.0001,12,3,12,64,0.1,100,1.0591777165730794
862,100,0.0001,12,3,16,32,0.1,100,0.9902804692586263
863,100,0.0001,12,3,16,64,0.1,100,0.9918987353642782
